,val/acc,val/f1,test/acc,test/f1,Task,Model,Subject,Category
432,0.9316770186335404,0.9316505583952204,0.8838709677419355,0.883735348251477,LR,riemann,S39,C1
433,0.9347826086956522,0.9347439682220744,0.9518716577540108,0.951676744163382,LR,riemann,S4,C1
434,0.7241379310344828,0.7237722602113578,0.7529411764705882,0.7601979109400768,LR,riemann,S40,C3
435,0.7828282828282829,0.7827784156142364,0.7926267281105991,0.7918474123321408,LR,riemann,S41,C2
436,0.6630434782608695,0.6636412722083666,0.7722772277227723,0.7722772277227723,LR,riemann,S42,C3
437,0.9428571428571428,0.9428338144810894,0.888,0.8882871794871794,LR,riemann,S43,C1
438,0.8524590163934426,0.8522607086197779,0.8363636363636363,0.8363636363636363,LR,riemann,S45,C2
439,0.7094594594594594,0.7082497047493614,0.738562091503268,0.738562091503268,LR,riemann,S47,C3
440,0.8095238095238095,0.8097312999273784,0.7850467289719626,0.7842444507009967,LR,riemann,S48,C3
441,0.9183673469387756,0.9185263715875962,0.9276315789473684,0.9276786141878808,LR,riemann,S49,C1
442,0.9879518072289156,0.9879518072289156,0.9294871794871796,0.928703870436154,LR,riemann,S5,C1
443,0.8428571428571429,0.8427365756932613,0.8243243243243243,0.823905835999901,LR,riemann,S50,C1
444,0.8791666666666667,0.8791393150040918,0.8089430894308943,0.8089525622312598,LR,riemann,S51,C1
445,0.918918918918919,0.9188893002591632,0.9084967320261438,0.9085123682646902,LR,riemann,S52,C1
446,0.8861386138613861,0.8860908378879353,0.873015873015873,0.872260015117158,LR,riemann,S53,C2
447,0.6993865030674846,0.698818643501705,0.7365269461077845,0.7324953706693288,LR,riemann,S54,C3
448,0.7701863354037267,0.7694699865563586,0.7172413793103448,0.7163522436218644,LR,riemann,S55,C3
449,0.8942307692307693,0.8942405490949181,0.8108108108108109,0.8113701284432991,LR,riemann,S56,C3
450,0.9602649006622516,0.9602683861972812,0.954248366013072,0.954130373404466,LR,riemann,S57,C1
451,0.7267080745341615,0.7267080745341615,0.757396449704142,0.7550766934063808,LR,riemann,S58,C3
452,0.6333333333333333,0.6261511543549694,0.6966292134831461,0.6959959541766529,LR,riemann,S6,C3
453,0.9565217391304348,0.9565049631683752,0.9518072289156626,0.9517932295631328,LR,riemann,S60,C1
454,0.872,0.872,0.8770491803278688,0.8769233694065862,LR,riemann,S61,C2
455,0.8461538461538461,0.8461538461538461,0.8446601941747572,0.8448661370991469,LR,riemann,S62,C3
456,0.7283236994219653,0.7285234280305775,0.6666666666666666,0.6713965646004482,LR,riemann,S7,C3
457,0.9272727272727272,0.9273028420854508,0.9487179487179488,0.948721695214974,LR,riemann,S8,C1
458,0.9608695652173912,0.960888278959516,0.9581589958158996,0.9581398943601336,LR,riemann,S9,C1
459,0.776595744680851,0.7755728314238953,0.7752808988764045,0.7727456064534715,LR,tangent,S1,C2
460,0.497005988023952,0.4952353912863926,0.5168539325842697,0.5170979457496311,LR,tangent,S10,C3
461,0.5894736842105263,0.5904298790454396,0.5921787709497207,0.5897528596282358,LR,tangent,S11,C2
462,0.7701863354037267,0.7701330658658639,0.686046511627907,0.6841476864061375,LR,tangent,S12,C3
463,0.6983240223463687,0.6970935417648246,0.6685082872928176,0.6684475596952284,LR,tangent,S13,C3
464,0.7760416666666666,0.7751377906817121,0.8056872037914692,0.8053553810184808,LR,tangent,S14,C2
465,0.5368421052631579,0.5350361197110423,0.5572139303482587,0.5570823608834619,LR,tangent,S15,C2
466,0.6903225806451613,0.6875651070162385,0.6025641025641025,0.5962262543657894,LR,tangent,S16,C3
467,0.753731343283582,0.7537176274018377,0.7692307692307693,0.7666765567151279,LR,tangent,S17,C3
468,0.5637583892617449,0.5620242219515871,0.6232876712328768,0.6164602040593389,LR,tangent,S18,C3
469,0.5074626865671642,0.5042612740651633,0.5783783783783784,0.5745766275469246,LR,tangent,S19,C2
470,0.9764150943396226,0.976348574038904,0.9433962264150944,0.943320600103188,LR,tangent,S2,C1
471,0.9726027397260274,0.972587290143166,0.9863945578231292,0.9863945578231292,LR,tangent,S20,C1
472,0.6263736263736264,0.6193223443223443,0.6153846153846154,0.6136829865476786,LR,tangent,S21,C3
473,0.6701030927835051,0.6701030927835051,0.7176470588235294,0.7140168067226891,LR,tangent,S22,C3
474,0.8208955223880597,0.8207357859531772,0.8646616541353384,0.8637317067290305,LR,tangent,S23,C2
475,0.6785714285714286,0.6743072878042203,0.5865921787709497,0.5783501873983452,LR,tangent,S24,C3
476,0.7142857142857143,0.7142857142857143,0.7953216374269005,0.7945490277057846,LR,tangent,S25,C2
477,0.7464114832535885,0.7413494753624503,0.6904761904761905,0.6894340227673562,LR,tangent,S26,C2
478,0.6973684210526315,0.6973684210526315,0.4964028776978417,0.4945759810062398,LR,tangent,S27,C3
479,0.8990384615384616,0.8994255210390576,0.7598039215686274,0.7597519648136132,LR,tangent,S28,C1
480,0.863849765258216,0.8638437628230903,0.8598130841121495,0.8598865573385057,LR,tangent,S29,C2
481,0.5930232558139535,0.5935239790808946,0.6494845360824743,0.6497080791079318,LR,tangent,S3,C3
482,0.8933333333333333,0.8933628598544764,0.940928270042194,0.9409072271061876,LR,tangent,S30,C1
483,0.6013986013986014,0.6000209241210575,0.4883720930232558,0.4873082874436809,LR,tangent,S31,C3
484,0.7159090909090909,0.7157620459250894,0.6474358974358975,0.6507064364207221,LR,tangent,S32,C3
485,0.5341614906832298,0.5226961525236968,0.5570469798657718,0.5470278044103548,LR,tangent,S33,C3
486,0.81875,0.8187854017735067,0.7142857142857143,0.71413139329806,LR,tangent,S34,C3
487,0.9020618556701032,0.9017459682793548,0.9153439153439152,0.915181446001044,LR,tangent,S35,C2
488,0.7990867579908676,0.7978437341451039,0.8493723849372385,0.8489752719194621,LR,tangent,S36,C1
489,0.5971563981042654,0.5968295988688902,0.6190476190476191,0.6173160173160174,LR,tangent,S38,C1
490,0.906832298136646,0.9065787805805552,0.8451612903225807,0.8450452386580988,LR,tangent,S39,C1
491,0.9021739130434784,0.9020346257815564,0.8235294117647058,0.8225161835068957,LR,tangent,S4,C1
492,0.6781609195402298,0.6773946360153257,0.6352941176470588,0.640050412340064,LR,tangent,S40,C3
493,0.702020202020202,0.7010976639459611,0.7188940092165899,0.7128597744199853,LR,tangent,S41,C2
494,0.5760869565217391,0.5768404457565032,0.6336633663366337,0.6271801840817566,LR,tangent,S42,C3
495,0.7214285714285714,0.7200127609953577,0.648,0.6488152341739578,LR,tangent,S43,C1
496,0.7213114754098361,0.7197348431317128,0.6,0.6,LR,tangent,S45,C2
497,0.5067567567567568,0.5068694774577127,0.5620915032679739,0.5556206054067505,LR,tangent,S47,C3
498,0.6857142857142857,0.6844581705877009,0.7289719626168224,0.7296843818862078,LR,tangent,S48,C3
499,0.8027210884353742,0.8025921058191174,0.8618421052631579,0.8616446941124191,LR,tangent,S49,C1
500,0.9759036144578314,0.9759036144578314,0.935897435897436,0.9350768705607414,LR,tangent,S5,C1
501,0.719047619047619,0.7151413292589763,0.7207207207207207,0.7206527144027144,LR,tangent,S50,C1
502,0.8208333333333333,0.8209422492401217,0.7764227642276422,0.773280557085648,LR,tangent,S51,C1
503,0.918918918918919,0.9188893002591632,0.8823529411764706,0.8822322775263952,LR,tangent,S52,C1
504,0.8415841584158416,0.8415841584158416,0.8518518518518519,0.8519514137793707,LR,tangent,S53,C2
505,0.5214723926380368,0.5199566943341754,0.5449101796407185,0.5439947690825246,LR,tangent,S54,C3
506,0.7267080745341615,0.7258637992006248,0.6827586206896552,0.6823963351403857,LR,tangent,S55,C3
507,0.8269230769230769,0.8261504120879122,0.7207207207207207,0.7210431875174144,LR,tangent,S56,C3
508,0.8874172185430463,0.8865227973636206,0.8954248366013072,0.8940862308002265,LR,tangent,S57,C1
509,0.6645962732919255,0.6638191562235566,0.6923076923076923,0.6889907255864702,LR,tangent,S58,C3
510,0.6333333333333333,0.6336502448862,0.5730337078651685,0.5754422356669547,LR,tangent,S6,C3
511,0.9316770186335404,0.9316664688583824,0.9036144578313252,0.9035864713208234,LR,tangent,S60,C1
512,0.76,0.7585974025974026,0.7868852459016393,0.7868852459016393,LR,tangent,S61,C2
513,0.7596153846153846,0.7604959143420682,0.7184466019417476,0.7189259324217486,LR,tangent,S62,C3
514,0.5895953757225434,0.5872867208797973,0.5773809523809523,0.5826518647113467,LR,tangent,S7,C3
515,0.9227272727272728,0.9227832083946746,0.9316239316239316,0.9316289269532988,LR,tangent,S8,C1
516,0.9652173913043478,0.9651371237458194,0.9456066945606696,0.9455665624776048,LR,tangent,S9,C1
517,0.920212745666504,0.9090909361839294,0.9044944047927856,0.8969696760177612,LR,TSCeption,S1,C2
518,0.6706587076187134,0.6847826242446899,0.6348314881324768,0.6153846383094788,LR,TSCeption,S10,C3
519,0.7789473533630371,0.774193525314331,0.7653631567955017,0.7236841917037964,LR,TSCeption,S11,C2
520,0.91304349899292,0.9102563858032228,0.8430232405662537,0.8301886916160583,LR,TSCeption,S12,C3
521,0.8603351712226868,0.8618784546852112,0.8453038930892944,0.8390804529190063,LR,TSCeption,S13,C3
522,0.8333333134651184,0.8341708779335022,0.8151658773422241,0.7936508059501648,LR,TSCeption,S14,C2
523,0.7368420958518982,0.761904776096344,0.7910447716712952,0.8090909123420715,LR,TSCeption,S15,C2
524,0.8645161390304565,0.8571428656578064,0.6794871687889099,0.7395833134651184,LR,TSCeption,S16,C3
525,0.7985074520111084,0.7969924807548523,0.8269230723381042,0.8137931227684021,LR,TSCeption,S17,C3
526,0.7718120813369751,0.7792207598686218,0.6506849527359009,0.6666666865348816,LR,TSCeption,S18,C3
527,0.96517413854599,0.9665071964263916,0.9513513445854188,0.950276255607605,LR,TSCeption,S19,C2
528,0.9764150977134703,0.9785407781600952,0.9433962106704712,0.9428571462631226,LR,TSCeption,S2,C1
529,0.9726027250289916,0.9740259647369384,0.9795918464660645,0.9770992398262024,LR,TSCeption,S20,C1
530,0.8571428656578064,0.8659793734550476,0.8021978139877319,0.8301886916160583,LR,TSCeption,S21,C3
531,0.8247422575950623,0.8199999928474426,0.7058823704719543,0.6478873491287231,LR,TSCeption,S22,C3
532,0.9402984976768494,0.9428571462631226,0.969924807548523,0.9710144996643066,LR,TSCeption,S23,C2
533,0.9428571462631226,0.9452054500579834,0.916201114654541,0.9112426042556764,LR,TSCeption,S24,C3
534,0.9285714030265808,0.9202454090118408,0.8421052694320679,0.8322981595993042,LR,TSCeption,S25,C2
535,0.9760765433311462,0.9781659245491028,0.9571428298950196,0.9589040875434875,LR,TSCeption,S26,C2
536,0.6973684430122375,0.701298713684082,0.6258992552757263,0.6708860993385315,LR,TSCeption,S27,C3
537,0.9182692170143129,0.908108115196228,0.8627451062202454,0.8653846383094788,LR,TSCeption,S28,C1
538,0.920187771320343,0.923766791820526,0.9439252614974976,0.947826087474823,LR,TSCeption,S29,C2
539,0.8720930218696594,0.8888888955116272,0.7319587469100952,0.7547169923782349,LR,TSCeption,S3,C3
540,0.9822221994400024,0.98305082321167,0.9746835231781006,0.9752066135406494,LR,TSCeption,S30,C1
541,0.6853147149085999,0.6666666865348816,0.6124030947685242,0.3055555522441864,LR,TSCeption,S31,C3
542,0.8181818127632141,0.8196721076965332,0.8012820482254028,0.8098159432411194,LR,TSCeption,S32,C3
543,0.8074533939361572,0.8165680766105652,0.6979866027832031,0.5945945978164673,LR,TSCeption,S33,C3
544,0.887499988079071,0.8928571343421936,0.850931704044342,0.8588235378265381,LR,TSCeption,S34,C3
545,0.9432989954948424,0.9441624283790588,0.920634925365448,0.9275362491607666,LR,TSCeption,S35,C2
546,0.9406392574310304,0.9427312612533568,0.9330543875694276,0.9304347634315492,LR,TSCeption,S36,C1
547,0.9383886456489564,0.9340101480484008,0.9567099809646606,0.9572649598121644,LR,TSCeption,S38,C1
548,0.9813664555549622,0.9803921580314636,0.9354838728904724,0.9367088675498962,LR,TSCeption,S39,C1
549,0.907608687877655,0.9028571248054504,0.614973247051239,0.3076923191547394,LR,TSCeption,S4,C1
550,0.6896551847457886,0.7068965435028076,0.6941176652908325,0.59375,LR,TSCeption,S40,C3
551,0.8434343338012695,0.8315789699554443,0.7557603716850281,0.7665198445320129,LR,TSCeption,S41,C2
552,0.760869562625885,0.7659574747085571,0.7128713130950928,0.7184466123580933,LR,TSCeption,S42,C3
553,0.9571428298950196,0.9558823704719543,0.9039999842643738,0.9016393423080444,LR,TSCeption,S43,C1
554,0.9016393423080444,0.8928571343421936,0.800000011920929,0.8225806355476379,LR,TSCeption,S45,C2
555,0.7702702879905701,0.7692307829856873,0.7712418437004089,0.7682119011878967,LR,TSCeption,S47,C3
556,0.8190476298332214,0.8113207817077637,0.7757009267807007,0.7735849022865295,LR,TSCeption,S48,C3
557,0.9523809552192688,0.9570552110671996,0.9605262875556946,0.9620253443717957,LR,TSCeption,S49,C1
558,0.9939758777618408,0.993630588054657,0.935897409915924,0.9230769276618958,LR,TSCeption,S5,C1
559,0.9952380657196044,0.994350254535675,0.9684684872627258,0.9674418568611144,LR,TSCeption,S50,C1
560,0.862500011920929,0.8754717111587524,0.7357723712921143,0.6733668446540833,LR,TSCeption,S51,C1
561,0.9527027010917664,0.9523809552192688,0.901960790157318,0.901960790157318,LR,TSCeption,S52,C1
562,0.9405940771102904,0.945945918560028,0.915343940258026,0.92380952835083,LR,TSCeption,S53,C2
563,0.7055214643478394,0.7234042286872864,0.6467065811157227,0.5874125957489014,LR,TSCeption,S54,C3
564,0.9068322777748108,0.8936170339584351,0.6965517401695251,0.65625,LR,TSCeption,S55,C3
565,0.9038461446762084,0.8999999761581421,0.900900900363922,0.8865979313850403,LR,TSCeption,S56,C3
566,0.9668874144554138,0.9659863710403442,0.9607843160629272,0.9615384340286256,LR,TSCeption,S57,C1
567,0.739130437374115,0.77173912525177,0.7278106212615967,0.726190447807312,LR,TSCeption,S58,C3
568,0.7222222089767456,0.6486486196517944,0.6966292262077332,0.6197183132171631,LR,TSCeption,S6,C3
569,0.9937888383865356,0.9938650131225586,0.9759036302566528,0.9759036302566528,LR,TSCeption,S60,C1
570,0.9279999732971193,0.9343065619468688,0.9098360538482666,0.919708013534546,LR,TSCeption,S61,C2
571,0.9038461446762084,0.8837209343910217,0.8737863898277283,0.8737863898277283,LR,TSCeption,S62,C3
572,0.7803468108177185,0.7570621371269226,0.6607142686843872,0.5714285969734192,LR,TSCeption,S7,C3
573,0.9727272987365724,0.9743589758872986,0.9529914259910583,0.951111137866974,LR,TSCeption,S8,C1
574,0.9869565367698668,0.9882352948188782,0.9623430967330932,0.9647058844566344,LR,TSCeption,S9,C1
